City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
285,nemuro,43.3236,145.575,3.7,51,72,4.66,JP,1702176302
286,nantucket,41.2835,-70.0995,9.06,97,0,4.63,US,1702176587
287,ambovombe,-25.1667,46.0833,22.41,83,0,0.36,MG,1702176358
288,camana,-16.6228,-72.7111,19.81,82,97,1.85,PE,1702176338
289,taungoo,18.9333,96.4333,26.29,78,13,0.72,MM,1702176587
290,muntok,-2.0667,105.1833,28.8,73,100,2.25,ID,1702176587
291,malpica,43.3228,-8.8105,17.96,79,100,7.74,ES,1702176404
292,eenhana,-17.4667,16.3333,22.33,36,51,2.67,NA,1702176587
293,totness,5.8833,-56.3167,25.67,88,26,4.11,SR,1702176587
294,tanjung pandan,-2.75,107.65,26.56,84,100,3.15,ID,1702176587
295,chiang klang,19.2938,100.8617,28.57,64,7,0.86,TH,1702176587
296,huotong,26.8497,119.4181,23.93,52,16,0.86,CN,1702176587
297,alice springs,-23.7,133.8833,15.75,72,100,8.75,AU,1702176315
298,fortuna,40.5982,-124.1573,7.03,92,0,0.0,US,1702176367
299,port alfred,-33.5906,26.891,13.99,94,97,0.45,ZA,1702176286
300,idabel,33.8957,-94.8263,11.79,49,20,5.66,US,1702176588
301,pamandzi,-12.7967,45.2794,27.88,83,75,4.63,YT,1702176588
302,undurkhaan,47.3194,110.6556,-22.86,83,100,0.5,MN,1702176588
303,vila velha,-20.3297,-40.2925,22.97,91,75,4.12,BR,1702176296
304,acarau,-2.8856,-40.12,26.8,76,76,7.44,BR,1702176588
305,ambon,-3.6954,128.1814,30.08,74,40,2.06,ID,1702176433
306,wilmington,34.2257,-77.9447,18.95,92,75,2.57,US,1702176588
307,colachel,8.1667,77.25,27.27,77,100,2.29,IN,1702176588
308,north battleford,52.7834,-108.2847,-5.33,86,0,3.09,CA,1702176411
309,nar'yan-mar,67.6713,53.087,-27.16,92,12,2.68,RU,1702176588
310,kindu,-2.95,25.95,20.59,100,98,0.92,CD,1702176589
311,igarka,67.4667,86.5833,-41.49,100,83,1.86,RU,1702176375
312,barda,40.3744,47.1267,8.46,80,100,2.34,AZ,1702176589
313,east london,-33.0153,27.9116,15.8,88,100,3.93,ZA,1702176306
314,sao gabriel da cachoeira,-0.1303,-67.0892,23.37,99,100,0.27,BR,1702176589
315,constantia,44.1833,28.65,-1.62,87,74,4.34,RO,1702176264
316,ain sukhna,29.6002,32.3167,13.94,60,3,0.64,EG,1702176589
317,bada,51.392,109.8717,-20.48,77,23,2.86,RU,1702176589
318,lagoa,39.05,-27.9833,17.47,86,100,12.27,PT,1702176589
319,arkhangel'sk,64.5401,40.5433,-19.93,70,0,5.0,RU,1702176589
320,praia da vitoria,38.7333,-27.0667,19.14,82,40,9.7,PT,1702176354
321,altay,47.8667,88.1167,-14.79,84,97,1.57,CN,1702176355
322,hithadhoo,-0.6,73.0833,28.04,76,100,1.68,MV,1702176330
323,nova vicosa,-17.8919,-39.3719,24.53,86,76,1.9,BR,1702176590
324,prado,-17.3411,-39.2208,23.83,91,32,1.56,BR,1702176590
325,lake munmorah,-33.1936,151.5719,29.76,77,60,1.79,AU,1702176590
326,tumayr,25.7039,45.868,15.91,27,8,3.17,SA,1702176590
327,dudinka,69.4058,86.1778,-31.85,96,99,1.34,RU,1702176590
328,south hedland,-20.4089,118.5983,31.96,23,5,8.23,AU,1702176590
329,penalva,-3.2942,-45.1736,25.24,87,78,1.83,BR,1702176590
330,carnarvon,-24.8667,113.6333,31.74,28,0,8.42,AU,1702176590
331,rongelap,11.1635,166.8941,27.56,73,84,7.62,MH,1702176590
332,eldridge,41.6581,-90.5846,0.9,81,100,9.77,US,1702176590
333,tralee,52.2704,-9.7026,6.96,95,90,3.45,IE,1702176336
334,mammoth lakes,37.6485,-118.9721,-0.37,52,0,0.0,US,1702176408
335,sao jose da coroa grande,-8.8978,-35.1478,25.97,73,100,3.96,BR,1702176591
336,fort st. john,56.2499,-120.8529,-6.06,73,75,4.63,CA,1702176463
337,solnechnyy,50.7214,136.6319,-21.09,81,100,2.04,RU,1702176591
338,saldanha,-33.0117,17.9442,13.03,86,0,6.09,ZA,1702176401
339,belmonte,-15.8631,-38.8828,24.65,88,13,2.27,BR,1702176346
340,bentiu,9.2333,29.8333,22.95,28,37,2.22,SS,1702176591
341,san andres,12.5847,-81.7006,29.01,84,20,6.69,CO,1702176591
342,lata,40.1629,-8.3327,17.12,96,100,1.4,PT,1702176323
343,santo antonio do ica,-3.1022,-67.9397,24.1,97,100,0.75,BR,1702176591
344,lushun,38.8,121.2667,-2.88,51,100,13.93,CN,1702176591
345,gwadar,25.1216,62.3254,23.49,24,44,1.82,PK,1702176591
346,taltal,-25.4,-70.4833,17.14,85,25,1.18,CL,1702176342
347,chernigovka,44.3389,132.5728,-11.22,50,34,4.58,RU,1702176591
348,cloquet,46.7216,-92.4594,-1.74,88,100,6.69,US,1702176592
349,noumea,-22.2763,166.4572,29.99,99,100,9.76,NC,1702175822
350,alvorada,-12.48,-49.1247,29.27,33,64,2.16,BR,1702176592
351,laguna,38.421,-121.4238,10.6,76,0,1.54,US,1702176366
352,peniche,39.3558,-9.3811,17.28,96,100,3.69,PT,1702176113
353,fuglafjordur,62.244,-6.814,4.26,71,96,10.0,FO,1702176592
354,huicungo,-7.2833,-76.8,22.11,97,92,0.78,PE,1702176592
355,barroquinha,-3.0189,-41.1361,26.08,74,100,2.81,BR,1702176592
356,tadine,-21.55,167.8833,25.09,58,97,8.32,NC,1702176592
357,sydney,-33.8679,151.2073,28.76,80,75,7.72,AU,1702176091
358,bushehr,28.9684,50.8385,17.05,82,10,0.0,IR,1702176592
359,tchaourou,8.8865,2.5975,22.8,24,15,1.19,BJ,1702176592
360,at taj,24.2049,23.2857,12.44,39,1,1.96,LY,1702176592
361,aleksandrovsk,59.158,57.5624,-33.4,100,30,0.43,RU,1702176592
362,zhosaly,45.4878,64.0781,-9.84,26,100,6.32,KZ,1702176592
363,vorkuta,67.5,64.0,-23.75,100,100,2.02,RU,1702176367
364,vorgashor,67.5833,63.95,-23.5,99,100,2.13,RU,1702176357
365,thanatpin,17.2119,96.3033,27.1,72,2,0.92,MM,1702176593
366,lorengau,-2.0226,147.2712,27.0,86,100,5.97,PG,1702176354
367,vodice,43.7608,15.7828,8.17,86,100,9.11,HR,1702176593
368,itamaraca,-7.7478,-34.8256,27.03,73,100,4.72,BR,1702176356
369,pembroke,45.8168,-77.1162,4.56,98,100,3.43,CA,1702176593
370,palmer,42.1584,-72.3287,8.84,83,100,0.0,US,1702176593
371,lerwick,60.1545,-1.1494,8.0,89,100,8.93,GB,1702176318
372,mzimba,-11.9,33.6,18.26,86,86,3.31,MW,1702176593
373,afaahiti,-17.75,-149.2833,28.93,85,90,10.35,PF,1702176334
374,nizhniy odes,63.6445,54.856,-30.08,100,99,0.71,RU,1702176593
375,kilju,40.9642,129.3278,0.78,80,99,3.12,KP,1702176593
376,huarmey,-10.0681,-78.1522,20.22,86,100,3.82,PE,1702176402
377,the pas,53.8251,-101.2541,-7.99,86,0,3.09,CA,1702176593
378,nueil-les-aubiers,46.9377,-0.5887,9.94,95,36,5.24,FR,1702176594
379,port lincoln,-34.7333,135.8667,13.62,90,100,11.21,AU,1702176313
380,pandan,14.0453,124.1694,28.84,73,11,3.72,PH,1702176594
381,pyt-yakh,60.7499,72.8582,-34.01,98,18,2.0,RU,1702176594
382,aripuana,-9.1667,-60.6333,23.34,92,78,0.44,BR,1702176372
383,ain taya,36.7933,3.2869,8.91,81,0,1.03,DZ,1702176594
384,igreja,15.0333,-24.3333,24.02,66,71,3.44,CV,1702176594
385,sumbawa besar,-8.5,117.4333,32.47,56,10,2.03,ID,1702176594
386,colby,39.3958,-101.0524,-8.97,62,0,2.57,US,1702176594
387,mishan,45.55,131.8833,-16.66,70,1,7.74,CN,1702176594
388,buala,-8.145,159.5921,28.49,79,100,2.36,SB,1702176327
389,khambhat,22.3,72.6167,21.14,57,2,3.8,IN,1702176594
390,vakarai,55.6035,23.8213,-3.71,96,100,4.18,LT,1702176594
391,kish,26.5578,54.0194,21.15,68,2,2.06,IR,1702176595
392,moundou,8.5667,16.0833,21.08,24,37,1.43,TD,1702176595
393,malango,-2.9627,119.9001,29.54,54,54,1.17,ID,1702176595
394,santa cruz,-17.8,-63.1667,27.7,74,58,3.6,BO,1702176595
395,sassandra,4.95,-6.0833,25.92,86,58,2.04,CI,1702176595
396,tyukhtet,56.5389,89.3011,-35.74,100,62,1.65,RU,1702176386
397,san antonio,29.4241,-98.4936,17.25,43,0,8.23,US,1702175862
398,ad dilam,23.9915,47.1627,13.23,29,1,2.21,SA,1702176595
399,bantogon,6.5333,124.0333,28.37,73,12,3.5,PH,1702176595
400,revda,56.801,59.9303,-27.54,100,90,1.24,RU,1702176424
401,yondo,7.0062,-73.9097,25.25,89,36,0.32,CO,1702176595
402,kerikeri,-35.2268,173.9474,26.06,56,86,0.45,NZ,1702176404
403,kasongo-lunda,-6.4667,16.8167,19.84,99,100,0.46,CD,1702176595
404,yaren,-0.5472,166.916,28.42,75,88,3.58,NR,1702176596
405,okeechobee,27.2439,-80.8298,21.11,95,0,0.0,US,1702176596
406,bay roberts,47.5999,-53.2648,2.3,88,94,2.68,CA,1702176596
407,taulaga,-11.0553,-171.0883,28.21,77,98,3.71,AS,1702176596
408,piskivka,50.6938,29.6193,-3.21,95,100,2.21,UA,1702176596
409,brisas de zicatela,15.8369,-97.0419,27.29,69,20,0.0,MX,1702176596
410,mizdah,31.4451,12.9801,14.08,73,97,10.5,LY,1702176596
411,galesong,-5.3166,119.3661,31.01,69,93,2.19,ID,1702176299
412,mirny,62.5353,113.9611,-27.56,96,100,3.52,RU,1702176596
413,wanning,18.8003,110.3967,26.79,71,58,3.38,CN,1702176596
414,kapa'a,22.0752,-159.319,26.18,76,0,3.09,US,1702176325
415,kalmunai,7.4167,81.8167,26.99,83,83,2.96,LK,1702176596
416,cidreira,-30.1811,-50.2056,20.38,78,71,9.34,BR,1702176303
417,coquimbo,-29.9533,-71.3436,14.85,88,0,1.03,CL,1702176596
418,san isidro de curuguaty,-24.5167,-55.7,23.63,96,24,1.63,PY,1702176596
419,boyolangu,-8.1181,111.8935,29.87,62,46,4.16,ID,1702176597
420,margate,51.3813,1.3862,9.37,69,6,5.81,GB,1702176399
421,hasaki,35.7333,140.8333,18.22,54,0,0.74,JP,1702176346
422,bujaru,-1.515,-48.0447,24.92,89,78,1.1,BR,1702176597
423,bara uchana,29.4667,76.1667,14.12,32,7,2.61,IN,1702176597
424,carbonear,47.7332,-53.2148,3.01,85,86,7.91,CA,1702176553
425,horta,38.5333,-28.6333,17.79,90,100,8.05,PT,1702176597
426,calchaqui,-29.8877,-60.287,19.42,73,49,3.02,AR,1702176501
427,olympia,47.0379,-122.9007,7.4,96,100,7.72,US,1702176387
428,pallasovka,50.05,46.8833,-6.99,53,90,7.58,RU,1702176597
429,nadvoitsy,63.8667,34.3167,-14.75,91,100,5.55,RU,1702176597
430,mungwi,-10.1732,31.3694,16.47,93,85,0.89,ZM,1702176597
431,umba,66.6871,34.3429,-9.3,94,100,6.07,RU,1702176597
432,champerico,14.3,-91.9167,26.56,77,45,3.01,GT,1702176331
433,kemijarvi,66.7131,27.4306,-12.26,94,100,3.07,FI,1702176597
434,san rafael del yuma,18.4299,-68.6739,26.76,81,3,6.35,DO,1702176597
435,pesqueria,25.7833,-100.05,22.81,24,2,5.72,MX,1702176598
436,tambopata,-12.7333,-69.1833,24.73,77,45,1.06,PE,1702176598
437,barcelos,41.5388,-8.6151,17.08,97,100,3.22,PT,1702176598
438,gonen,40.1049,27.654,8.9,55,100,0.75,TR,1702176598
439,banda aceh,5.5577,95.3222,27.67,78,100,0.62,ID,1702176019
440,renqiu,38.6989,116.0936,1.48,34,100,4.94,CN,1702176598
441,monett,36.929,-93.9277,3.98,71,0,3.6,US,1702176598
442,keokuk,40.3973,-91.3849,2.83,69,100,6.69,US,1702176598
443,island harbour,50.724,-1.2758,11.07,84,3,3.58,GB,1702176387
444,sittwe,20.15,92.9,22.71,76,26,2.46,MM,1702176598
445,ajdabiya,30.7554,20.2263,14.27,76,92,2.72,LY,1702176314
446,peterhead,57.5058,-1.7981,7.22,89,100,3.3,GB,1702176598
447,queenstown,-31.8976,26.8753,11.17,92,100,2.48,ZA,1702176598
448,talara,-4.5772,-81.2719,22.42,83,40,5.14,PE,1702176598
449,saint cloud,45.5608,-94.1625,-2.09,80,100,6.69,US,1702176352
450,georgiyevka,43.0369,74.7114,-4.98,93,100,2.0,KZ,1702176598
451,esqueda,30.7167,-109.5833,9.38,20,0,3.98,MX,1702176598
452,urangan,-25.3,152.9,26.12,63,99,8.23,AU,1702176599
453,choibalsan,48.0667,114.5,-24.85,84,6,2.29,MN,1702176599
454,tanguieta,10.6212,1.2665,21.56,14,9,2.13,BJ,1702176599
455,kenora,49.8167,-94.4337,-6.46,79,100,3.6,CA,1702176599
456,shatki,55.1887,44.1249,-15.69,94,100,4.81,RU,1702176599
457,coahuayana de hidalgo,18.7,-103.6583,24.26,78,0,1.1,MX,1702176599
458,smolenskaya,44.7887,38.8018,4.23,97,100,3.25,RU,1702176599
459,villeneuve-sur-yonne,48.0825,3.2969,8.43,92,20,8.14,FR,1702176599
460,sinabang,2.4803,96.3801,27.37,81,99,2.08,ID,1702176307
461,gorom-gorom,14.4439,-0.2361,21.68,14,28,3.1,BF,1702176599
462,sumenep,-7.0167,113.8667,29.6,68,98,0.62,ID,1702176599
463,bouca,6.5105,18.2733,21.78,45,85,1.14,CF,1702176599
464,pachino,36.7186,15.0907,12.95,70,35,2.93,IT,1702176599
465,tazacorte,28.629,-17.9293,18.97,92,20,4.12,ES,1702176353
466,beloyarskiy,63.7119,66.6722,-35.0,100,28,1.34,RU,1702176599
467,bogale,16.2833,95.4,28.2,69,0,2.83,MM,1702176600
468,colesberg,-30.72,25.0972,10.37,80,100,5.36,ZA,1702176600
469,llanes,43.4198,-4.7549,14.87,87,100,2.93,ES,1702176600
470,tete,-16.1564,33.5867,27.05,54,0,1.54,MZ,1702176600
471,stephenville,32.2207,-98.2023,9.07,47,0,5.14,US,1702176418
472,narvik,68.4384,17.4272,-3.44,71,100,4.06,NO,1702176600
473,campoverde,-8.4753,-74.8058,23.83,98,98,0.31,PE,1702176600
474,saarijarvi,62.7049,25.254,-10.91,95,100,2.86,FI,1702176600
475,jiagedaqi,50.4167,124.1167,-19.03,57,0,4.78,CN,1702176600
476,nuku'alofa,-21.1333,-175.2,24.19,88,100,5.66,TO,1702176397
477,shakiso,5.75,38.9167,12.36,76,13,1.4,ET,1702176601
478,arroyo,41.6096,-4.7969,12.28,88,100,5.14,ES,1702176601
479,kaesong,37.9708,126.5544,9.77,58,83,3.54,KP,1702176601
480,dosso,13.049,3.1937,21.06,14,100,2.89,NE,1702176601
481,abashiri,44.0213,144.2697,5.16,33,20,1.03,JP,1702176601
482,harper,4.375,-7.7169,26.49,84,12,3.19,LR,1702176601
483,tottenham,-32.2333,147.35,39.42,20,1,5.44,AU,1702176601
484,singaraja,-8.112,115.0882,31.18,60,13,0.96,ID,1702176374
485,machico,32.7,-16.7667,20.35,69,75,3.09,PT,1702176601
486,waingapu,-9.6567,120.2641,30.78,63,99,1.89,ID,1702176602
487,gharo,24.7424,67.5856,14.12,39,0,1.21,PK,1702176602
488,slave lake,55.2834,-114.769,-6.01,73,100,3.6,CA,1702176582
489,cestos city,5.46,-9.5828,27.01,81,10,2.11,LR,1702176602
490,quibdo,5.6947,-76.6611,24.6,98,92,1.05,CO,1702176602
491,luderitz,-26.6481,15.1594,14.67,83,0,9.06,NA,1702176405
492,sumberpucung,-8.1586,112.4829,28.58,67,61,2.89,ID,1702176603
493,pariaman,-0.619,100.12,29.03,75,94,0.53,ID,1702176603
494,saint-joseph,-21.3667,55.6167,24.71,83,34,4.37,RE,1702176603
495,rio grande,-32.035,-52.0986,19.97,76,13,8.26,BR,1702176276
496,chapeco,-27.0964,-52.6183,20.86,88,0,4.63,BR,1702176396
497,gizo,-8.103,156.8419,28.63,77,79,5.69,SB,1702176604
498,nizhnyaya poyma,56.1622,97.1933,-30.12,97,30,1.17,RU,1702176604
499,tarauaca,-8.1614,-70.7656,23.86,92,100,1.02,BR,1702176604
500,kailua-kona,19.6406,-155.9956,27.9,76,20,4.12,US,1702176371
501,papao,-17.75,-149.55,29.82,85,86,11.72,PF,1702176405
502,inirida,3.8653,-67.9239,23.9,97,100,0.78,CO,1702176604
503,ketchikan,55.3422,-131.6461,7.99,93,100,4.63,US,1702176325
504,kilindoni,-7.9139,39.6668,26.44,81,15,2.39,TZ,1702176605
505,mount gambier,-37.8333,140.7667,15.9,56,100,6.44,AU,1702176331
506,coxim,-18.5067,-54.76,27.74,67,99,2.39,BR,1702176605
507,calama,-22.4667,-68.9333,16.27,20,0,4.63,CL,1702176606
508,al bawiti,28.3492,28.8659,12.58,55,11,2.64,EG,1702176606
509,borovskoy,53.8,64.15,-23.82,98,76,3.08,KZ,1702176606
510,okhotsk,59.3833,143.3,-1.35,94,100,12.51,RU,1702176606
511,jieshou,33.2634,115.3611,8.17,68,100,7.72,CN,1702176607
512,masuguru,-11.3667,38.4167,23.0,94,28,1.0,TZ,1702176607
513,keflavik,64.0049,-22.5624,1.24,86,40,2.06,IS,1702176382
514,veraval,20.9,70.3667,22.09,45,2,4.71,IN,1702176607
515,saint-felicien,48.6501,-72.4491,-1.62,93,100,2.06,CA,1702176608
516,bratsk,56.1325,101.6142,-31.73,92,52,0.79,RU,1702176608
517,east aurora,42.7678,-78.6134,14.64,74,100,2.24,US,1702176506
518,pathein,16.7833,94.7333,28.36,66,9,3.27,MM,1702176608
519,yeppoon,-23.1333,150.7333,29.88,63,21,9.74,AU,1702176608
520,obolo-eke (1),6.8833,7.6333,21.73,43,0,2.03,NG,1702176608
521,la toma,-33.0526,-65.6238,16.75,74,0,0.59,AR,1702176608
522,karatsu,33.4425,129.9697,19.94,60,6,1.07,JP,1702176608
523,meulaboh,4.1363,96.1285,27.58,78,84,1.36,ID,1702176609
524,minas de marcona,-15.2119,-75.1103,15.27,80,100,4.56,PE,1702176329
525,caldwell,43.6629,-116.6874,4.08,68,100,5.66,US,1702176609
526,moyale,3.5167,39.0584,19.4,46,15,4.04,KE,1702176609
527,blackwater,-23.5833,148.8833,33.18,30,0,9.12,AU,1702176609
528,nema,57.5067,50.5011,-32.2,99,45,1.54,RU,1702176609
529,san luis,-33.295,-66.3356,19.4,60,0,3.56,AR,1702176386
530,obonoma,4.7084,6.7931,25.74,89,8,1.85,NG,1702176610
531,florida city,25.4479,-80.4792,25.01,87,100,1.54,US,1702176534
532,kill devil hills,36.0307,-75.676,17.21,87,0,3.09,US,1702176610
533,florence,43.7667,11.25,10.69,94,75,2.57,IT,1702176583
534,cherniakhiv,50.4565,28.6702,-3.04,96,100,3.16,UA,1702176610
535,soio,-6.1349,12.3689,26.77,80,100,2.76,AO,1702176610
536,dhenkanal,20.6667,85.6,21.78,59,1,1.13,IN,1702176610
537,timbuktu,16.7735,-3.0074,20.72,24,97,5.75,ML,1702176611
538,north bay,46.3168,-79.4663,6.08,94,75,5.14,CA,1702176521
539,palm beach,26.6503,-80.4498,25.0,81,55,2.56,US,1702176611
540,mili,6.0815,171.735,27.95,81,100,7.4,MH,1702176611
541,lodwar,3.1191,35.5973,27.47,48,69,5.42,KE,1702176611
542,viedma,-40.8135,-62.9967,15.94,37,0,1.87,AR,1702176611
543,tomatlan,19.9333,-105.25,22.9,74,17,1.57,MX,1702176611
544,quelimane,-17.8786,36.8883,25.97,94,0,3.13,MZ,1702176612
545,zakynthos,37.7914,20.8953,8.13,63,100,1.95,GR,1702176612
546,turpan,42.9333,89.1667,2.15,74,100,1.41,CN,1702176612
547,prince rupert,54.3161,-130.3201,7.83,87,100,15.43,CA,1702176612
548,otjimbingwe,-22.35,16.1333,20.74,44,9,2.14,NA,1702176612
549,selkirk,50.1436,-96.8845,-3.92,96,23,2.07,CA,1702176613
550,la sarre,48.8002,-79.1996,4.71,85,100,9.3,CA,1702176613
551,al bardiyah,31.7561,25.0865,16.11,54,100,4.15,LY,1702176613
552,broome,42.2506,-75.833,10.21,66,20,3.6,US,1702176316
553,cadale,2.7603,46.3222,26.41,80,23,6.85,SO,1702176613
554,great bend,38.3645,-98.7648,-0.22,46,0,5.14,US,1702176389
555,lewistown,40.5992,-77.5714,9.41,96,0,0.0,US,1702176613
556,eyl,7.9803,49.8164,24.11,78,15,6.76,SO,1702176349
557,mejit,10.2753,170.8646,27.37,81,40,8.72,MH,1702176333
558,mukalla,14.5425,49.1242,22.53,73,32,2.74,YE,1702176382
559,lower hutt,-41.2167,174.9167,13.8,86,100,10.29,NZ,1702176614
560,porto novo,6.4965,2.6036,26.02,86,3,1.32,BJ,1702176335
561,magadi,12.9667,77.2333,23.09,81,50,4.7,IN,1702176614
562,vitoria da conquista,-14.8661,-40.8394,17.7,96,21,2.06,BR,1702176614
563,port moresby,-9.4431,147.1797,32.68,55,40,5.14,PG,1702176614
564,wynyard,-41.0,145.7167,16.91,63,87,3.48,AU,1702176344
565,priargunsk,50.3691,119.1012,-31.58,94,28,0.36,RU,1702176614
566,koungheul,13.9833,-14.8,24.28,15,38,4.17,SN,1702176615
567,nuuk,64.1835,-51.7216,-0.66,80,100,2.06,GL,1702176120
568,treuenbrietzen,52.1,12.8667,2.7,96,100,4.24,DE,1702176615
569,amursk,50.2261,136.8994,-19.45,84,100,7.42,RU,1702176615
570,lokomotivnyy,53.0118,60.5684,-22.55,95,8,1.34,RU,1702176615
571,marquette,46.5333,-87.6335,1.57,97,100,4.02,US,1702176615
572,pijijiapan,15.7011,-93.23,25.39,74,84,1.28,MX,1702176615
573,umluj,25.0213,37.2685,24.48,65,45,3.1,SA,1702176616
574,usogorsk,63.4106,48.6872,-27.96,100,40,1.54,RU,1702176293
